zipcode,state,region,lat,lon,synthetic_role
51820,IA,Midwest,42.9268284308012,-92.98609757152455,expor
50857,IA,Midwest,42.64116380210416,-94.80840166661467,local
52245,IA,Midwest,41.98465176110398,-94.3051974299983,hub
51963,IA,Midwest,42.04187001883339,-89.3183328794901,local
51515,IA,Midwest,40.568684248516966,-91.2384716940264,local
52236,IA,Midwest,41.792371973089686,-93.18624587383839,local
51915,IA,Midwest,41.30107767145646,-94.44773022655401,expor
50871,IA,Midwest,38.72503264643814,-94.6168263624936,local
51163,IA,Midwest,41.57441353620534,-93.93287767618476,local
52162,IA,Midwest,40.301229474733965,-96.73855140642677,expor
51739,IA,Midwest,41.06787182872875,-90.65737954241779,local
52227,IA,Midwest,41.666111487969104,-93.4408376607532,expor
51621,IA,Midwest,43.67786730640899,-96.35434013741816,expor
51539,IA,Midwest,43.19625266504274,-92.79789981967801,local
52894,IA,Midwest,42.74653151172462,-93.8038419203452,local
50505,IA,Midwest,44.94469247823515,-93.3458827373037,expor
52388,IA,Midwest,39.95699179103595,-94.8454031399585,local
52411,IA,Midwest,43.4522371039196,-91.00722660417526,local
64521,MO,Midwest,39.17591684668926,-90.76980871986227,local
63148,MO,Midwest,37.47791114186604,-95.46845268631667,local
64578,MO,Midwest,38.38634537689391,-91.1053952042626,local
63743,MO,Midwest,40.373433349018384,-90.20428865961702,local
65558,MO,Midwest,36.61578513251416,-94.9126646643223,local
64275,MO,Midwest,37.17511367022782,-90.93011217636413,local
64335,MO,Midwest,36.30373534153331,-91.66415501925383,local
64463,MO,Midwest,37.39332729396637,-91.54547623355904,local
65892,MO,Midwest,40.02975315972603,-93.47286651932293,local
65119,MO,Midwest,38.78416413998785,-91.37689290993204,local
64096,MO,Midwest,37.614417987860605,-91.51094467113137,local
64186,MO,Midwest,40.59207685974552,-89.50304222088442,local
63899,MO,Midwest,37.92381500725438,-93.54010782411193,expor
63231,MO,Midwest,37.66922132028621,-92.85808964150124,local
65037,MO,Midwest,36.51607331380701,-92.86508937929806,local
63414,MO,Midwest,36.71987545286303,-91.7786490506113,local
63694,MO,Midwest,39.61047482381138,-92.22652505766476,local
63338,MO,Midwest,37.28136071796904,-93.47020583597326,local
65319,MO,Midwest,37.85045557265158,-93.99455382143913,local
63334,MO,Midwest,37.00542083790696,-93.35425895396153,local
64177,MO,Midwest,37.72246552270495,-91.11656994319368,local
65865,MO,Midwest,37.311282466171754,-92.23850726572475,local
64900,MO,Midwest,39.007580631100986,-96.18678831927065,expor
64201,MO,Midwest,36.683615159698846,-94.0062291311927,local
63446,MO,Midwest,38.498116088483286,-90.2587588623926,local
64283,MO,Midwest,38.095683936671584,-90.62326465711575,local
64499,MO,Midwest,37.29872613428582,-95.2998908411593,local
63294,MO,Midwest,38.145127201004776,-92.21244104366995,expor
65859,MO,Midwest,39.721666483666546,-93.38053611189044,local
65483,MO,Midwest,37.03741423237959,-92.1422312469244,local
64667,MO,Midwest,40.58827950476463,-96.27774248114048,local
64435,MO,Midwest,36.75133807277159,-93.56084221776752,local
65220,MO,Midwest,39.8345055611699,-88.78764544241314,local
63033,MO,Midwest,38.73089427434561,-93.94896052611526,expor
65165,MO,Midwest,41.1469706261027,-96.98181870596336,local
65857,MO,Midwest,39.694842526159995,-92.3833624494701,local
53278,WI,Midwest,47.218205311023475,-92.93784490075353,local
53459,WI,Midwest,45.359856387410595,-91.1247570842166,local
54741,WI,Midwest,45.46459584666132,-89.5559853015437,local
54331,WI,Midwest,43.008470134716795,-93.3486371250854,local
54695,WI,Midwest,44.34594883101835,-87.26282566350307,local
54898,WI,Midwest,43.15405152331421,-92.77595926628389,local
53935,WI,Midwest,45.46077573162707,-89.11097690342241,expor
54992,WI,Midwest,45.57122686134824,-90.97302760835204,expor
53254,WI,Midwest,44.119026985425855,-89.50448618443914,expor
53458,WI,Midwest,46.07072759603809,-93.15277316127353,local
54221,WI,Midwest,44.93826399389668,-90.19527744907585,local
53679,WI,Midwest,44.120776682955025,-88.86332456632489,hub
54596,WI,Midwest,45.491137197686115,-90.86622790490449,expor
54734,WI,Midwest,43.62990443230079,-85.95515113546675,local
53477,WI,Midwest,44.1546142319976,-91.77735994503777,hub
54262,WI,Midwest,46.4574190902697,-88.27295688589788,local
54195,WI,Midwest,43.67005505411377,-89.68854594643841,expor
53826,WI,Midwest,45.822752281859366,-90.43496992215755,local
54810,WI,Midwest,43.93596861939749,-87.2750264033574,expor
54401,WI,Midwest,44.606659993889046,-87.89220838943172,expor
53502,WI,Midwest,45.16051607342232,-87.51527529549296,local
54795,WI,Midwest,45.474271112695135,-85.537863203863,expor
54316,WI,Midwest,46.30488506178637,-89.15388410005903,local
53324,WI,Midwest,45.78513713814665,-86.9028044390423,hub
53941,WI,Midwest,44.6209140424592,-90.60934970948236,hub
54971,WI,Midwest,43.69446421218758,-89.74600231039085,hub
53647,WI,Midwest,49.10947642529019,-90.39679442464994,local
54466,WI,Midwest,43.31584079366772,-88.47179043907762,expor
53507,WI,Midwest,45.944161842202114,-92.76707768186853,local
53782,WI,Midwest,45.49527181311114,-88.49096367208487,local
53332,WI,Midwest,44.62265477064232,-89.25058403983154,local
54877,WI,Midwest,46.521497836566006,-89.27237904339474,local
54943,WI,Midwest,45.324201552925764,-88.51003425371596,local
54913,WI,Midwest,41.769156380690816,-90.49213364849089,local
54936,WI,Midwest,44.225520755969995,-90.31756042745543,expor
54212,WI,Midwest,44.79203082100808,-90.3301910921133,expor
53513,WI,Midwest,44.48079360587684,-89.06033032565351,local
54065,WI,Midwest,44.38146712540742,-89.14985348085347,local
54848,WI,Midwest,43.83539751110125,-90.75483306147048,local
61215,IL,Midwest,37.4247518405881,-85.90579047742806,local
62628,IL,Midwest,41.84248889056932,-91.3064481752279,local
61157,IL,Midwest,39.38986124439795,-91.23619655847835,local
60290,IL,Midwest,39.56681756681171,-91.36209809909462,local
61272,IL,Midwest,39.72646745143206,-90.65373986771787,local
60857,IL,Midwest,41.01906870668301,-89.65235663838303,local
60774,IL,Midwest,39.99952902754349,-88.79043076671249,local
62185,IL,Midwest,40.2684644110877,-91.28197800070046,hub
60668,IL,Midwest,40.95558827847225,-90.45044018545471,local
62847,IL,Midwest,38.76001558504815,-90.6051539173906,local
61213,IL,Midwest,39.846541817225884,-88.92694293631163,local
60299,IL,Midwest,41.003846641342356,-86.9135868301026,local
62933,IL,Midwest,38.45023256544704,-89.37854802330378,local
62434,IL,Midwest,41.1151386836904,-87.19910629650896,local
62254,IL,Midwest,39.662921641359986,-87.82581763818747,local
61097,IL,Midwest,41.53463655469105,-88.37690975659852,local
61844,IL,Midwest,40.22554710874648,-88.4355467596935,local
61371,IL,Midwest,39.43675917995272,-89.6021238149996,local
62121,IL,Midwest,40.64405573416706,-89.66047863263934,local
62957,IL,Midwest,40.0959270711275,-92.07748135537744,local
62259,IL,Midwest,39.42087063117823,-88.01237317452403,local
62441,IL,Midwest,38.2020038380928,-88.59648940479855,local
62152,IL,Midwest,39.81348937163008,-85.7886629313223,local
61523,IL,Midwest,40.25807950457836,-88.18056908476524,local
60847,IL,Midwest,41.23304514537678,-85.0295562867408,local
61167,IL,Midwest,39.045193020293766,-90.92227056634002,local
62344,IL,Midwest,39.95898250771106,-88.47187731700167,local
61111,IL,Midwest,39.60036355407748,-89.31060783053391,expor
61964,IL,Midwest,40.67099716941542,-90.49855472809733,expor
62244,IL,Midwest,39.222607518649916,-89.42348417719137,local
60202,IL,Midwest,40.375600761426554,-91.2535331920562,expor
61013,IL,Midwest,40.074656196136985,-88.83492243737626,local
46065,IN,Midwest,39.517860392864314,-86.96918640576241,local
47051,IN,Midwest,39.392852867861166,-85.9425423557386,expor
46061,IN,Midwest,39.854176140946585,-86.62520261795314,local
47118,IN,Midwest,40.833159364278146,-85.29208509069078,local
46962,IN,Midwest,39.033290283726586,-86.34308250846206,local
46612,IN,Midwest,40.154755702524966,-85.74171636694206,local
46117,IN,Midwest,40.09765323891054,-87.15076815677553,expor
46797,IN,Midwest,39.74599916993776,-84.36331773720183,local
46638,IN,Midwest,39.584019069677765,-87.72472835391105,expor
47794,IN,Midwest,42.241486131326916,-81.59387140586331,expor
46406,IN,Midwest,40.04935625232357,-88.36205393255712,local
46124,IN,Midwest,40.663536027720184,-85.77654446118801,local
47247,IN,Midwest,37.5190820239573,-88.0057456649513,local
46279,IN,Midwest,40.821450370661516,-89.39469965044971,local
46776,IN,Midwest,38.63776098423123,-85.948174396484,local
46246,IN,Midwest,41.05317323846611,-87.34566036888052,local
47748,IN,Midwest,41.9838669910875,-88.1003346424239,local
46753,IN,Midwest,43.60186556517691,-87.41347514350362,local
47401,IN,Midwest,39.843737199430535,-85.62238234032533,local
46853,IN,Midwest,42.29589091237337,-83.432542406938,expor
46715,IN,Midwest,38.82731444630338,-85.08439430952173,local
47898,IN,Midwest,40.46490217746118,-88.34575860298513,local
46657,IN,Midwest,38.508614699791316,-87.84321083047432,local
46380,IN,Midwest,41.633911037914146,-86.78150829994175,local
46617,IN,Midwest,42.358585463625104,-86.10462546464215,expor
49694,MI,Midwest,43.71905871676689,-83.49172848195,local
49371,MI,Midwest,46.81228392098484,-82.22946528909016,local
48029,MI,Midwest,43.21321285886818,-85.3368397469755,local
49580,MI,Midwest,42.593557868158996,-83.80314306091968,local
48939,MI,Midwest,44.54271217532505,-85.97909616334091,hub
49932,MI,Midwest,44.549974323070806,-83.77524145262622,local
48404,MI,Midwest,44.43212727117657,-85.21035196445482,expor
48578,MI,Midwest,44.203972253242824,-84.28718975889858,local
48155,MI,Midwest,44.267390483227,-84.80959398411699,expor
48286,MI,Midwest,43.84354590328345,-84.67293203944352,local
49349,MI,Midwest,45.166096470549114,-84.92755301124156,local
49986,MI,Midwest,43.61998170118889,-83.45522477874806,local
48388,MI,Midwest,43.057417907567924,-86.28982547751502,local
49879,MI,Midwest,44.367048891596774,-82.72261044765574,expor
48873,MI,Midwest,43.52185077797525,-86.4594367145237,local
48455,MI,Midwest,43.915538433456106,-87.18716624784776,local
48302,MI,Midwest,44.42269153140237,-81.80950945298254,local
48749,MI,Midwest,42.931519902773424,-87.34654233765502,local
49591,MI,Midwest,43.7111689146311,-87.66495557265988,expor
48174,MI,Midwest,41.731225127687274,-87.25451395679114,local
49527,MI,Midwest,43.376763181367885,-81.19863180692869,local
48114,MI,Midwest,44.891105292751995,-83.29705733799582,local
49697,MI,Midwest,45.29842785705999,-84.84531126623006,hub
48964,MI,Midwest,43.82687741094446,-87.93476225283356,local
48560,MI,Midwest,41.92153376624556,-84.38683084844139,expor
43147,OH,Midwest,39.510523422849936,-79.44177479332546,expor
43671,OH,Midwest,38.34726526030063,-79.43125510197434,local
44507,OH,Midwest,40.8307168465877,-82.48117867375824,local
45009,OH,Midwest,39.720070300736154,-80.14128980768652,local
44227,OH,Midwest,37.876947181258245,-82.40663395888915,local
44598,OH,Midwest,40.808758443117014,-84.36720637045218,local
45974,OH,Midwest,42.17128176372652,-83.99850440740774,local
45480,OH,Midwest,38.68889439401158,-81.89595454943054,local
43122,OH,Midwest,40.42700523399148,-81.53921396115484,hub
45746,OH,Midwest,39.652963643649876,-84.71546999654129,local
44398,OH,Midwest,39.34464242526612,-86.26565770429207,local
44727,OH,Midwest,41.526802146614614,-84.25613228115847,local
45228,OH,Midwest,39.59157687827475,-80.99279772927773,hub
44777,OH,Midwest,40.3092966056926,-82.12708274948056,expor
43744,OH,Midwest,37.99094316814857,-85.49562709317442,local
45729,OH,Midwest,38.88844945283947,-80.29306533987682,local
45688,OH,Midwest,41.59394886380503,-83.68350627651209,local
44051,OH,Midwest,41.1712429697272,-81.9983036252189,local
45487,OH,Midwest,43.217078927157594,-79.73064554144541,local
43503,OH,Midwest,41.95577652594744,-80.47541983271454,local
45428,OH,Midwest,41.60754255450589,-82.39484206462515,local
43009,OH,Midwest,39.69291214693365,-79.95709557214315,local
45046,OH,Midwest,41.66317574262916,-80.3526575357688,local
43692,OH,Midwest,38.71223367410903,-82.16372170335033,local
43819,OH,Midwest,39.585542784361664,-82.24201387964027,local
44712,OH,Midwest,40.65344919949333,-82.39348216236966,local
45597,OH,Midwest,39.52108300049221,-82.3494863690633,expor
43384,OH,Midwest,40.77843402515118,-81.49291582756972,local
45766,OH,Midwest,40.60866481449444,-85.28696829119178,local
15741,PA,Northeast,41.36298284681467,-78.16234408414198,local
15877,PA,Northeast,42.045125812085075,-77.99759389333688,local
15536,PA,Northeast,41.7738027942653,-76.87343719285064,local
17635,PA,Northeast,41.40172249097158,-78.67781266636779,local
16435,PA,Northeast,41.89518508749717,-79.02836143229783,local
19554,PA,Northeast,41.11208010952581,-76.00874932087999,local
16988,PA,Northeast,40.77714936841225,-77.3577556001796,hub
18483,PA,Northeast,40.77730660496929,-79.40418914784455,expor
18248,PA,Northeast,39.73898717040514,-76.24105740733013,local
18149,PA,Northeast,42.61668690614785,-77.78730357806788,local
17622,PA,Northeast,42.77028014757008,-79.56194923898096,local
18330,PA,Northeast,41.09992328512076,-76.92400106107702,hub
15340,PA,Northeast,40.001514612281454,-78.17111101381579,local
19001,PA,Northeast,41.14177983469349,-76.47203948563713,local
16627,PA,Northeast,40.83043663572385,-76.13806407269587,local
19686,PA,Northeast,39.70894359343133,-79.23669399828336,expor
16451,PA,Northeast,42.410073660952776,-77.70779442149231,local
17124,PA,Northeast,41.993636888478115,-77.74203827695862,local
17829,PA,Northeast,40.5223282739327,-76.45083653922636,hub
19030,PA,Northeast,41.15338337526434,-77.55333972746104,local
15795,PA,Northeast,40.66829273639026,-75.03373854112587,local
15331,PA,Northeast,41.962745031572425,-78.01665187963272,local
16237,PA,Northeast,40.29319057432138,-80.07742660267819,expor
10050,NY,Northeast,42.67325417377157,-73.77487233821604,expor
10516,NY,Northeast,42.57126795023466,-75.72096158050641,expor
10087,NY,Northeast,43.11919435021458,-74.17774217501338,local
11633,NY,Northeast,42.69650509466133,-78.38102924161294,local
13364,NY,Northeast,42.18679669503143,-75.44145668222632,local
14142,NY,Northeast,42.952073263665966,-76.35093317993152,local
14767,NY,Northeast,42.03163812695818,-76.6712145249161,expor
11993,NY,Northeast,41.88755023367296,-77.95325770236413,local
14327,NY,Northeast,43.572972217133426,-77.65373663084166,local
11682,NY,Northeast,43.87922307288269,-75.9902409535152,local
12318,NY,Northeast,45.18896546676772,-77.39892827610075,local
14613,NY,Northeast,44.21408732410273,-79.81752901693802,local
11543,NY,Northeast,43.11101847145728,-74.0327593300029,local
10848,NY,Northeast,42.54832948267272,-76.14594442011636,local
11353,NY,Northeast,44.10120573746968,-75.31680446089692,local
12518,NY,Northeast,42.14490461720753,-74.43579382706616,local
13314,NY,Northeast,43.09252220868625,-75.67827076371265,local
12670,NY,Northeast,42.68547095921502,-75.89908774246783,local
10047,NY,Northeast,42.07713874047845,-79.28858989226423,local
14795,NY,Northeast,43.59105181652929,-73.80446804652186,local
13101,NY,Northeast,42.685396430534105,-74.03137321605976,local
40291,KY,South,37.60892556324163,-84.98362397999524,local
40848,KY,South,36.57901376925888,-83.8873735082092,local
42261,KY,South,38.15870841633442,-88.11607212609032,local
41198,KY,South,37.418828002326656,-85.26121794762145,local
41542,KY,South,38.143257115761315,-84.17063066222286,local
42640,KY,South,39.022755127090335,-86.64044860776637,expor
40638,KY,South,37.5154533148344,-88.39609310565373,expor
40974,KY,South,38.88256575025887,-83.96996298365295,local
41392,KY,South,37.74856432739333,-82.63158902575361,local
41193,KY,South,33.93429960108093,-88.50594507391553,expor
40175,KY,South,36.37263978103961,-86.92563480893538,local
42612,KY,South,38.75455061184064,-86.18453104488339,local
41147,KY,South,38.21801954249431,-83.2619386494751,hub
40139,KY,South,37.622181211200385,-86.0537590069905,local
40683,KY,South,38.15676160638052,-86.78509035455924,expor
41645,KY,South,35.16135090023616,-84.61421832552378,local
40285,KY,South,41.03243525066116,-83.96194028211063,hub
40520,KY,South,37.95288700173554,-84.69956375128622,local
41480,KY,South,39.456308838290795,-86.83268957465356,local
41115,KY,South,36.63174812459008,-82.48103396709901,local
40753,KY,South,36.89205311259812,-84.8629188733743,local
40296,KY,South,38.454257991307024,-83.50769430825837,local
40896,KY,South,35.77359504418929,-84.47372759347532,local
37218,TN,South,35.10767435456324,-87.89514569355067,local
37531,TN,South,38.11071757056103,-85.67199580152136,hub
38009,TN,South,35.05017506460844,-86.34350810772405,local
37743,TN,South,36.01212793042932,-85.66207567700295,local
37253,TN,South,33.90438225441157,-87.92792988684327,local
37956,TN,South,31.13408840756603,-87.33014835106863,local
37455,TN,South,34.010547975634054,-87.55941669660692,local
38007,TN,South,33.752439811476464,-87.41061514696368,local
37247,TN,South,38.16843659585522,-87.1506307561504,local
37987,TN,South,34.51568058132407,-86.7938023014567,local
38080,TN,South,34.612725093024736,-87.9873593813766,local
37606,TN,South,36.16523213059652,-87.44265746418604,local
38370,TN,South,34.825265795233356,-86.07092559159129,local
38290,TN,South,34.28164931545355,-86.47011311994292,local
38036,TN,South,35.75906068446748,-87.97542935395283,local
38390,TN,South,35.34112801015175,-86.81706968546271,local
38443,TN,South,36.24514052450984,-85.2187409955096,local
37239,TN,South,34.81058683627409,-86.48697852693091,local
38533,TN,South,36.311999560854225,-86.37345131273939,expor
38540,TN,South,35.17796185766297,-83.36980944624696,local
37109,TN,South,36.71461195110803,-86.10682055152276,local
31859,GA,South,32.772064388310675,-82.96993336733534,local
31690,GA,South,34.36172265611613,-86.23036459140043,local
30398,GA,South,33.437606151513386,-82.58813168969668,expor
31575,GA,South,35.05326526796181,-81.60428388325764,local
31652,GA,South,33.996166983409815,-83.62628101861714,local
31100,GA,South,34.771322648128894,-84.41363130514206,hub
31589,GA,South,34.08143131773881,-80.58428473877814,local
31381,GA,South,31.459410429152374,-82.51650108775843,local
30930,GA,South,33.41339388069185,-85.97478446200665,hub
30964,GA,South,32.24742454069055,-86.62652016164783,hub
31240,GA,South,32.39364206709609,-87.66927043558987,local
31134,GA,South,32.997815966744334,-83.44330488112233,local
31994,GA,South,32.40362324407076,-84.01317012213264,local
30703,GA,South,31.820190844406294,-82.39368798795586,local
31227,GA,South,34.64974640977873,-81.2795069461913,local
30058,GA,South,32.30747417710008,-82.71180096045869,local
31771,GA,South,33.98474345073617,-83.3869963863997,local
31823,GA,South,33.10139772380673,-83.02630245080019,local
31511,GA,South,34.96005405751627,-81.1723425469853,local
31899,GA,South,32.67747713712599,-85.00945344364261,local
34450,FL,South,29.35045004020885,-82.66379824830469,hub
34681,FL,South,29.45370424348794,-79.96005613347805,expor
33646,FL,South,28.436023358833236,-78.23297444360708,local
33974,FL,South,28.562834291491395,-81.37688690893974,local
34534,FL,South,28.37013890165673,-81.81324203900152,expor
33367,FL,South,28.858869548148597,-83.53179124126818,local
34613,FL,South,27.22912110584074,-80.9811784792189,expor
32577,FL,South,28.92909271786402,-80.68027351508559,expor
33462,FL,South,28.226468084981807,-81.60526387688346,local
34654,FL,South,27.34530300733871,-80.53228717266522,local
33076,FL,South,27.502871048031086,-82.63702814450626,local
32849,FL,South,27.882066710659586,-81.36066575928041,local
33361,FL,South,28.484934455788913,-81.44158808513922,expor
33329,FL,South,26.904889342223978,-84.26613250314372,local
33185,FL,South,27.571437583085213,-81.31615189530808,expor
32175,FL,South,28.32120078925057,-80.3287154954564,local
34834,FL,South,28.395298974553835,-79.53603520046245,local
34365,FL,South,27.078426299327713,-84.46104664219028,local
28752,NC,South,35.86563831421683,-80.24885671566526,local
28868,NC,South,35.35173133883187,-80.14500548279395,local
28461,NC,South,38.61441499698032,-77.41619311723915,local
27050,NC,South,35.79944793169006,-78.19206147023378,local
27541,NC,South,36.000668627782346,-81.28819655236866,local
28255,NC,South,36.140566432819604,-79.30477312691751,expor
28199,NC,South,34.8907325476523,-79.36128976057296,local
28740,NC,South,35.10114720440243,-78.90901689632068,local
28741,NC,South,35.412901669494325,-78.64776459159731,local
27941,NC,South,35.948357416250005,-78.17856278886872,local
27694,NC,South,34.14556272874996,-78.57582853085961,hub
27493,NC,South,36.22789851048597,-81.73222768715124,local
28798,NC,South,37.96268942790793,-81.73868091357113,expor
28841,NC,South,33.930002642345485,-81.60603868075563,hub
28898,NC,South,36.6124184467977,-76.6299330571309,local
27682,NC,South,35.37254705944714,-77.7926746816016,local
28530,NC,South,36.74377537717773,-78.31679137125639,local
27538,NC,South,37.15516658714295,-79.1232356342661,local
23569,VA,South,35.23366300243822,-81.07496755415809,local
23844,VA,South,38.970379675115296,-81.06770938016886,local
22339,VA,South,37.14189950817945,-79.37638776609971,expor
24529,VA,South,38.234888669168576,-76.1075729886302,local
24126,VA,South,37.94727114737681,-80.68546857152695,local
22988,VA,South,36.049477774607695,-78.57377701633729,local
24526,VA,South,36.45696646459034,-82.14927167487467,local
24085,VA,South,39.199611085192416,-81.0064389143945,local
24301,VA,South,35.89775291024967,-77.70723549534875,local
22634,VA,South,35.49009718221418,-77.81687439748629,local
23012,VA,South,36.755488503626005,-77.92722298609173,local
23997,VA,South,38.16950582771725,-75.76189638498562,local
22136,VA,South,36.63774775135649,-76.3074366101897,local
23516,VA,South,38.77241270065064,-79.32291964423585,expor
24316,VA,South,38.59017310806687,-78.09963464040538,expor
22010,VA,South,36.75925013717561,-82.09511519171545,hub
