date_shipped,from_zipcode,to_zipcode,total_animals,tau_hours
08/04/2021,50896,55588,55,5.21
08/04/2021,30964,41147,11,11.13
08/04/2021,17829,16237,37,5.85
08/04/2021,51613,51820,13,3.57
08/04/2021,54992,53941,15,3.37
08/04/2021,56495,55179,9,4.84
08/04/2021,54596,53679,24,4.74
08/04/2021,30930,30964,15,3.79
08/04/2021,58339,58039,51,3.42
08/04/2021,48174,48404,56,6.29
08/04/2021,99279,97627,4,7.29
08/04/2021,77253,76779,9,10.28
08/04/2021,53679,53507,30,6.6
08/04/2021,90999,93932,14,8.61
08/04/2021,55337,55422,14,6.05
08/04/2021,57627,57721,9,8.17
08/04/2021,34450,33974,8,3.91
08/04/2021,79104,75648,3,6.7
08/04/2021,61844,62152,15,4.87
08/04/2021,53679,53477,7,4.91
08/04/2021,57721,57109,13,7.82
08/04/2021,52245,52294,4,3.97
08/04/2021,83545,83392,9,3.43
08/04/2021,53679,54466,13,3.19
08/04/2021,57432,53679,1,13.98
08/04/2021,94552,94039,10,4.87
08/04/2021,80803,80769,16,7.81
08/04/2021,57432,57325,5,2.51
08/04/2021,41147,30398,1,8.69
08/04/2021,55179,53679,5,9.13
08/04/2021,58856,58656,6,3.74
08/04/2021,77131,76107,2,5.48
08/04/2021,77913,77929,10,6.19
08/04/2021,67026,67888,10,6.19
08/04/2021,55588,83898,15,19.63
08/04/2021,30964,30930,2,3.79
08/04/2021,58039,58856,2,2.93
08/04/2021,90999,94039,15,6.36
08/04/2021,22339,22010,9,5.07
08/04/2021,93239,83545,11,15.68
08/04/2021,49697,49986,6,4.71
08/04/2021,83545,83574,12,2.96
08/04/2021,16988,40285,58,8.95
08/04/2021,78718,34534,8,21.53
08/04/2021,68596,53679,1,13.88
08/04/2021,59090,59053,9,4.42
08/04/2021,55337,55588,13,4.93
08/04/2021,50889,58039,14,10.76
08/04/2021,48404,52245,13,11.82
08/04/2021,66350,66555,1,11.32
08/04/2021,55337,63294,2,13.81
08/04/2021,76107,77131,30,5.48
08/04/2021,55588,63338,12,12.19
08/04/2021,74693,74933,10,4.54
08/05/2021,52344,52227,42,5.99
08/05/2021,48939,53679,7,4.93
08/05/2021,90999,74173,168,24.0
08/05/2021,76107,79557,11,3.39
08/05/2021,64667,64275,2,9.48
08/05/2021,85305,85712,10,5.61
08/05/2021,76107,79522,15,5.09
08/05/2021,55337,55208,11,3.36
08/05/2021,54401,53679,6,3.18
08/05/2021,77839,41147,9,23.1
08/05/2021,49591,48939,14,4.04
08/05/2021,63294,63899,45,3.49
08/05/2021,83545,98272,134,7.98
08/05/2021,79853,76880,50,3.99
08/05/2021,52344,58648,8,9.1
08/05/2021,53679,55208,57,9.58
08/05/2021,52514,53941,7,8.75
08/05/2021,51963,52245,3,7.15
08/05/2021,75980,76107,3,6.13
08/05/2021,53679,54992,1,4.9
08/05/2021,12318,14613,6,4.75
08/05/2021,16988,18330,102,2.64
08/05/2021,61111,85052,9,24.0
08/05/2021,48155,49527,6,5.83
08/05/2021,41115,40520,14,5.06
08/05/2021,31100,30964,10,6.35
08/05/2021,65165,63694,3,7.47
08/05/2021,55337,51163,7,8.81
08/05/2021,97172,97627,37,3.48
08/05/2021,91407,97363,4,12.16
08/05/2021,56123,55588,14,3.93
08/05/2021,76107,75398,10,3.09
08/05/2021,30964,79183,36,18.83
08/05/2021,51345,51589,4,7.0
08/05/2021,55422,55588,41,8.96
08/05/2021,54936,68526,3,11.95
08/05/2021,63294,48939,56,13.01
08/05/2021,46380,46117,14,4.17
08/05/2021,54466,53679,2,3.19
08/05/2021,68206,69005,7,4.05
08/05/2021,76880,79853,9,3.99
08/05/2021,68566,97808,12,21.38
08/05/2021,54992,53941,13,3.37
08/05/2021,41193,42261,9,7.89
08/05/2021,57721,62254,42,13.59
08/05/2021,50022,52245,14,3.98
08/05/2021,98901,98272,4,5.04
08/05/2021,34450,37531,9,14.66
08/05/2021,76107,76380,8,3.96
08/05/2021,22339,47051,1,9.82
08/05/2021,92834,90967,11,6.63
08/05/2021,80769,80404,2,5.48
08/05/2021,66429,66950,79,3.94
08/05/2021,30964,77826,4,15.67
08/05/2021,54212,54795,153,6.79
08/05/2021,30964,34681,3,10.85
08/05/2021,68792,68596,10,3.99
08/05/2021,92679,95135,6,3.74
08/05/2021,40285,40683,14,7.01
08/05/2021,51621,52294,15,4.51
08/05/2021,99127,98272,4,4.31
08/05/2021,76107,79853,13,3.64
08/05/2021,83392,83545,9,3.43
08/05/2021,33361,41147,6,15.69
08/05/2021,31652,30964,6,6.25
08/06/2021,55337,56495,5,3.37
08/06/2021,48404,67690,20,14.03
08/06/2021,63899,63294,52,3.49
08/06/2021,37531,41147,105,4.64
08/06/2021,40285,41147,8,5.98
08/06/2021,76107,77384,14,5.93
08/06/2021,80143,80803,60,5.96
08/06/2021,59053,59090,14,4.42
08/06/2021,16435,40285,9,7.28
08/06/2021,53935,54971,10,4.53
08/06/2021,30964,74917,5,13.6
08/06/2021,79853,76880,5,3.99
08/06/2021,76107,78955,1,4.52
08/06/2021,76107,77439,8,3.92
08/06/2021,59127,67026,25,14.68
08/06/2021,79853,77826,46,2.98
08/06/2021,30964,30930,59,3.79
08/06/2021,55588,50889,58,4.38
08/06/2021,77826,38007,5,14.77
08/06/2021,22010,74917,4,16.87
08/06/2021,55337,66825,12,15.0
08/06/2021,90167,49697,123,24.0
08/06/2021,62185,54195,10,7.01
08/06/2021,16451,18483,10,4.87
08/06/2021,28255,28841,2,6.04
08/06/2021,46117,46406,3,3.29
08/06/2021,51345,52344,9,7.33
08/06/2021,18330,97363,8,24.0
08/06/2021,65483,64096,6,3.06
08/06/2021,37531,31100,7,6.85
08/06/2021,98521,98762,13,4.35
08/06/2021,54401,54943,1,3.17
08/06/2021,52730,51345,10,4.2
08/06/2021,80769,30930,17,24.0
08/06/2021,37531,38007,9,8.37
08/06/2021,54401,53254,2,3.74
08/06/2021,53679,53507,28,6.6
08/06/2021,58039,80769,21,15.42
08/06/2021,55454,53679,97,8.69
08/06/2021,43122,45228,35,3.3
08/06/2021,97923,59834,1,14.39
08/06/2021,53679,54877,6,5.36
08/06/2021,33185,34450,149,4.97
08/06/2021,45228,48155,9,9.6
08/06/2021,49986,48939,172,4.83
08/06/2021,54936,54401,4,4.47
08/06/2021,83322,83335,5,4.71
08/06/2021,52162,52730,14,5.42
08/06/2021,64275,63338,3,4.81
08/06/2021,77913,76107,11,2.82
08/06/2021,55208,56123,5,4.46
08/06/2021,74173,59901,1,21.71
08/06/2021,30964,31100,13,6.35
08/06/2021,53941,53679,8,3.87
08/06/2021,78445,79853,136,2.22
08/06/2021,43122,44727,7,5.23
08/07/2021,74693,77826,14,8.53
08/07/2021,27694,27682,4,3.93
08/07/2021,34613,30930,80,12.47
08/07/2021,97172,97808,8,3.37
08/07/2021,31994,74933,74,17.57
08/07/2021,92679,91523,12,3.32
08/07/2021,76107,78196,13,7.4
08/07/2021,30930,31575,9,7.51
08/07/2021,37531,27694,54,11.68
08/07/2021,30930,31100,25,4.61
08/07/2021,40638,92679,62,24.0
08/07/2021,63294,63231,12,2.97
08/07/2021,97799,97251,13,4.4
08/07/2021,31100,30930,2,4.61
08/07/2021,52245,50871,9,6.54
08/07/2021,78955,77826,11,3.67
08/07/2021,41193,41147,8,10.37
08/07/2021,94039,92834,13,3.61
08/07/2021,67547,67026,14,6.31
08/07/2021,55337,56510,54,4.4
08/07/2021,68807,68566,8,8.6
08/07/2021,47051,46617,18,6.13
08/07/2021,53679,54212,5,3.73
08/07/2021,48560,48939,3,5.98
08/07/2021,76625,76107,9,3.02
08/07/2021,97560,90167,6,17.05
08/07/2021,40285,74933,14,18.34
08/07/2021,55337,56495,48,3.37
08/07/2021,40285,41147,112,5.98
08/07/2021,67026,79853,55,13.4
08/07/2021,90621,92834,11,6.21
08/07/2021,55337,55454,46,4.44
08/07/2021,85319,86081,22,7.01
08/07/2021,54971,46638,9,8.09
08/07/2021,27050,27694,7,4.34
08/07/2021,85052,85319,11,4.3
08/07/2021,90967,97808,10,12.6
08/07/2021,67776,53679,7,15.16
08/07/2021,53679,54971,8,3.06
08/07/2021,53278,53679,70,7.85
08/07/2021,68566,74917,8,12.42
08/07/2021,37531,37606,3,5.34
08/07/2021,94553,95726,8,3.51
08/07/2021,30964,31100,10,6.35
08/07/2021,97256,97346,175,4.66
08/07/2021,46617,46853,10,4.75
08/07/2021,53647,56510,58,6.25
08/08/2021,16988,18330,4,2.64
08/08/2021,55337,68907,11,9.09
08/08/2021,80769,80891,57,5.67
08/08/2021,74629,77877,7,10.0
08/08/2021,22634,27694,60,4.06
08/08/2021,54795,53679,3,5.78
08/08/2021,22010,23012,81,6.64
08/08/2021,53941,52294,12,5.72
08/08/2021,30964,30930,15,3.79
08/08/2021,51644,66221,37,8.07
08/08/2021,40285,77826,14,21.86
08/08/2021,22010,62185,13,13.11
08/08/2021,45228,37531,7,7.47
08/08/2021,68620,68566,13,4.42
08/08/2021,67888,67205,39,3.7
08/08/2021,18330,17829,49,2.94
08/08/2021,54992,53679,3,4.9
08/08/2021,83545,59053,36,6.28
08/08/2021,91446,94039,3,5.1
08/08/2021,73049,41147,150,14.91
08/08/2021,56123,55337,10,3.12
08/08/2021,34613,34654,6,2.58
08/08/2021,74933,31100,157,16.39
08/08/2021,57432,52294,10,9.46
08/08/2021,50889,79853,4,17.64
08/08/2021,68792,57432,12,8.72
08/08/2021,59053,59090,12,4.42
08/08/2021,37247,37531,12,3.62
08/08/2021,73089,73039,8,5.54
08/08/2021,51345,67888,74,6.4
08/08/2021,85319,85305,6,6.1
08/08/2021,85319,53679,4,24.0
08/08/2021,31100,30964,1,6.35
08/08/2021,66555,67627,6,9.48
08/08/2021,55337,55208,7,3.36
08/08/2021,53477,53278,19,6.4
08/08/2021,68566,56123,5,10.99
08/08/2021,63294,48939,13,13.01
08/08/2021,23516,40285,2,7.86
08/08/2021,22339,24126,14,3.83
08/08/2021,46617,55208,3,13.29
08/08/2021,55337,56098,11,2.81
08/08/2021,83545,59090,14,5.3
08/08/2021,30964,76107,134,17.17
08/08/2021,52245,51345,14,4.73
08/08/2021,74933,77783,14,7.78
08/08/2021,54971,37531,2,10.86
08/08/2021,58039,53679,2,14.02
08/08/2021,80769,81151,8,3.71
08/09/2021,74105,68851,7,4.68
08/09/2021,54195,66257,3,14.99
08/09/2021,55337,55588,15,4.93
08/09/2021,38533,37531,21,4.62
08/09/2021,53679,53935,4,3.88
08/09/2021,97479,97627,59,5.26
08/09/2021,54331,55337,33,6.95
08/09/2021,46853,56495,15,13.85
08/09/2021,85319,85583,3,3.16
08/09/2021,85319,85305,15,6.1
08/09/2021,83545,83434,32,2.91
08/09/2021,55588,55208,11,6.09
08/09/2021,74105,74133,4,7.46
08/09/2021,54596,45228,15,15.0
08/09/2021,30930,53679,47,17.21
08/09/2021,30964,40285,9,14.57
08/09/2021,16988,19001,3,3.06
08/09/2021,43147,44227,14,5.94
08/09/2021,57721,60847,30,14.71
08/09/2021,42640,40285,4,5.99
08/09/2021,63899,64463,15,4.32
08/09/2021,97479,54212,59,24.0
08/09/2021,90967,98139,145,19.24
08/09/2021,10848,11633,11,4.3
08/09/2021,43147,43122,21,4.57
08/09/2021,31100,30964,10,6.35
08/09/2021,40285,28841,15,12.21
08/09/2021,77940,79713,35,3.38
08/09/2021,97823,94039,7,11.6
08/09/2021,59535,59053,25,6.6
08/09/2021,54971,53679,8,3.06
08/09/2021,93239,92936,5,3.93
08/09/2021,94039,95340,2,7.21
08/09/2021,77877,52344,16,23.8
08/09/2021,27694,28841,5,5.5
08/09/2021,77877,76795,11,4.2
08/09/2021,92834,94039,13,3.61
08/09/2021,77826,79853,15,2.98
08/09/2021,92679,95726,11,2.99
08/09/2021,85305,85884,6,8.83
08/09/2021,59127,83545,30,7.91
08/09/2021,34450,33329,71,5.93
08/09/2021,60202,60668,1,3.17
08/09/2021,94553,91605,9,5.3
08/09/2021,94552,94039,13,4.87
08/09/2021,77439,79104,10,6.66
08/09/2021,27050,27694,11,4.34
08/09/2021,55337,56510,15,4.4
08/09/2021,78253,79713,11,3.07
08/09/2021,30964,60202,11,14.42
08/09/2021,91446,90102,157,3.71
08/09/2021,34450,53679,6,23.64
08/09/2021,68920,68596,12,4.47
08/09/2021,94039,92679,14,4.86
08/09/2021,51345,50345,2,3.73
08/09/2021,75788,77826,8,4.03
08/09/2021,77826,31227,3,21.89
08/09/2021,94552,92834,8,4.53
08/09/2021,51704,51345,8,8.07
08/09/2021,55337,55454,14,4.44
08/09/2021,48939,49694,11,4.73
08/09/2021,53679,53941,14,3.87
08/09/2021,34450,33185,63,4.97
08/09/2021,18330,45228,11,6.79
08/09/2021,67026,69359,4,6.69
08/09/2021,74933,75648,4,7.74
08/09/2021,53941,54596,13,3.24
08/09/2021,64900,56510,12,12.92
08/09/2021,61523,62121,111,3.65
08/09/2021,52245,31100,51,16.7
08/09/2021,90967,92834,4,6.63
08/09/2021,40285,41147,41,5.98
08/09/2021,78718,76107,2,4.36
08/10/2021,67888,66221,11,4.2
08/10/2021,56510,55337,6,4.4
08/10/2021,57644,53941,1,11.91
08/10/2021,31100,30964,44,6.35
08/10/2021,90967,94553,9,6.77
08/10/2021,53679,54695,14,3.62
08/10/2021,76107,62185,2,17.21
08/10/2021,52730,52245,126,5.06
08/10/2021,48560,52245,36,12.25
08/10/2021,77384,78718,9,3.63
08/10/2021,54795,53679,4,5.78
08/10/2021,85319,85357,36,3.89
08/10/2021,78472,79202,51,5.36
08/10/2021,34534,33367,36,4.2
08/10/2021,64900,52227,4,6.7
08/10/2021,83545,73049,4,24.0
08/10/2021,52377,51382,9,5.09
08/10/2021,56510,55337,1,4.4
08/10/2021,52227,52245,42,3.0
08/10/2021,75648,76380,15,4.82
08/10/2021,94039,92679,6,4.86
08/10/2021,51704,52245,6,5.87
08/10/2021,76107,77826,143,3.89
08/10/2021,46117,52514,90,10.97
08/10/2021,55337,51820,12,7.17
08/10/2021,55515,67888,37,15.59
08/10/2021,95340,59090,6,18.62
08/10/2021,31575,30964,55,9.0
08/10/2021,28798,40683,10,7.53
08/10/2021,85358,85319,10,2.81
08/10/2021,73049,73021,58,5.66
08/10/2021,46853,47794,7,3.89
08/10/2021,99142,98272,29,3.66
08/10/2021,52377,52245,10,2.76
08/10/2021,40896,31100,2,3.39
08/10/2021,33974,32577,13,2.99
08/10/2021,66257,67026,14,4.54
08/10/2021,31994,30964,47,5.08
08/10/2021,51382,52514,9,5.59
08/10/2021,47794,52514,2,16.45
08/10/2021,52245,51345,8,4.73
08/10/2021,53935,53679,6,3.88
08/10/2021,31100,38533,5,5.08
08/10/2021,28841,27694,14,5.5
08/10/2021,16988,16627,148,3.29
08/10/2021,57721,48155,4,13.52
08/10/2021,69005,68566,5,5.09
08/10/2021,45597,56495,70,16.86
08/10/2021,59090,97627,13,14.14
08/10/2021,58856,58039,8,2.93
08/10/2021,80478,80404,9,6.2
08/10/2021,53679,54810,4,3.61
08/10/2021,28841,27941,74,6.81
08/10/2021,55337,56495,37,3.37
08/10/2021,77826,78718,5,4.55
08/10/2021,55588,52730,10,8.7
08/10/2021,28841,30930,9,7.1
08/10/2021,68737,80769,4,8.59
08/10/2021,97382,51345,1,24.0
08/10/2021,56510,67026,10,13.33
08/10/2021,51345,52730,75,4.2
08/10/2021,46406,47794,10,9.71
08/10/2021,56495,51621,55,5.14
08/10/2021,37531,13101,1,15.85
08/10/2021,52514,52294,77,5.27
08/10/2021,59090,52730,54,23.37
08/10/2021,49697,49591,6,5.56
08/10/2021,53679,53324,6,5.01
08/10/2021,61964,62185,97,3.0
08/11/2021,46853,46246,13,6.41
08/11/2021,55588,51345,7,7.79
08/11/2021,56123,56495,3,2.28
08/11/2021,41147,40285,155,5.98
08/11/2021,86265,85712,9,6.02
08/11/2021,67888,66257,22,4.97
08/11/2021,56256,55337,5,5.55
08/11/2021,90167,92616,1,6.13
08/11/2021,17829,18330,28,2.94
08/11/2021,51613,52344,47,3.51
08/11/2021,16988,16435,2,4.34
08/11/2021,90967,93164,7,8.06
08/11/2021,83392,83545,7,3.43
08/11/2021,55337,52294,5,6.34
08/11/2021,97479,97627,7,5.26
08/11/2021,97959,97182,12,3.38
08/11/2021,52344,53941,7,6.91
08/11/2021,66429,55337,136,12.5
08/11/2021,97808,97479,7,3.27
08/11/2021,94390,97819,58,11.01
08/11/2021,53679,60847,2,7.61
08/11/2021,51820,57076,12,10.44
08/11/2021,53324,53254,12,5.45
08/11/2021,66429,62185,6,8.52
08/11/2021,85052,86590,137,5.7
08/11/2021,77826,79104,5,7.68
08/11/2021,54195,53941,6,3.61
08/11/2021,68737,68792,84,5.37
08/11/2021,41392,30964,2,10.89
08/11/2021,76107,74933,6,7.93
08/11/2021,38533,37531,12,4.62
08/11/2021,67888,53679,9,14.82
08/11/2021,55337,56510,3,4.4
08/11/2021,53935,53477,1,5.19
08/11/2021,57627,74105,30,15.35
08/11/2021,46117,64201,10,10.84
08/11/2021,49591,48155,2,4.96
08/11/2021,48404,55588,15,12.3
08/11/2021,78445,77940,15,4.97
08/11/2021,67888,67026,56,6.19
08/11/2021,52730,52245,2,5.06
08/11/2021,55337,49591,10,9.86
08/11/2021,85305,85055,36,9.11
08/11/2021,40285,14767,80,9.71
08/11/2021,67888,67026,9,6.19
08/11/2021,52245,68206,105,6.94
08/11/2021,55422,56495,11,7.33
08/11/2021,91445,90967,6,4.25
08/11/2021,97923,97479,35,2.22
08/11/2021,74230,74933,1,3.81
08/11/2021,95135,92119,8,4.11
08/11/2021,97808,97627,7,4.84
08/11/2021,59090,83545,31,5.3
08/11/2021,76107,79853,9,3.64
08/11/2021,74693,74933,23,4.54
08/11/2021,54795,53324,9,3.4
08/11/2021,56123,52730,15,10.1
08/11/2021,56495,55337,7,3.37
08/11/2021,51613,51345,5,6.44
08/11/2021,51613,55337,58,6.31
08/11/2021,55337,55485,2,6.33
08/11/2021,62185,60202,14,2.15
08/11/2021,74693,73049,4,5.48
08/11/2021,83545,83574,22,2.96
08/11/2021,37531,67856,49,14.24
08/12/2021,57627,55208,9,8.99
08/12/2021,79104,30964,11,18.61
08/12/2021,53477,54971,14,4.13
08/12/2021,65037,66555,12,3.46
08/12/2021,34450,33361,13,3.91
08/12/2021,83898,97808,10,10.28
08/12/2021,24085,52514,13,17.64
08/12/2021,75980,75507,1,5.63
08/12/2021,53324,52730,4,12.68
08/12/2021,33361,34450,6,3.91
08/12/2021,55337,57721,9,4.53
08/12/2021,56510,52245,34,8.36
08/12/2021,52894,52227,85,3.55
08/12/2021,53679,54936,22,3.46
08/12/2021,30964,31100,13,6.35
08/12/2021,66871,67026,53,6.16
08/12/2021,31652,30964,153,6.25
08/12/2021,76779,30930,15,12.75
08/12/2021,85305,85319,6,6.1
08/12/2021,83392,83545,5,3.43
08/12/2021,76107,79202,157,6.1
08/12/2021,50871,54992,47,12.23
08/12/2021,85305,86265,12,7.84
08/12/2021,94390,90967,8,2.64
08/12/2021,98272,97627,5,8.18
08/12/2021,30398,30964,33,7.0
08/12/2021,34450,30930,94,8.88
08/12/2021,40285,41147,9,5.98
08/12/2021,55337,55485,14,6.33
08/12/2021,40285,41147,11,5.98
08/12/2021,68596,53679,102,13.88
08/12/2021,67026,67888,104,6.19
08/12/2021,74693,73703,7,6.8
08/12/2021,58039,58339,12,3.42
08/12/2021,51345,56495,26,9.33
08/12/2021,76107,78718,12,4.36
08/12/2021,57721,53254,3,8.97
08/12/2021,68596,50505,9,10.25
08/12/2021,98901,98351,53,5.6
08/12/2021,18330,14327,13,5.52
08/12/2021,37531,68513,10,19.73
08/12/2021,54466,54971,12,3.39
08/12/2021,46617,59053,13,24.0
08/12/2021,61013,60299,15,4.41
08/12/2021,94039,98235,37,13.08
08/12/2021,47794,51345,8,16.84
08/12/2021,97823,94039,12,11.6
08/12/2021,90967,97808,8,12.6
08/12/2021,76978,79853,34,4.87
08/12/2021,62185,60857,54,4.01
08/12/2021,97823,97808,8,5.56
08/12/2021,43009,44051,22,4.98
08/12/2021,97479,97627,162,5.26
08/12/2021,80404,45228,8,24.0
08/12/2021,83545,83392,6,3.43
08/12/2021,40285,41147,14,5.98
08/12/2021,80404,92834,2,17.3
08/12/2021,68620,55337,15,9.22
08/12/2021,56495,56510,11,4.45
08/12/2021,97251,97479,15,3.34
08/12/2021,66062,52015,1,11.98
08/12/2021,31100,37743,3,4.23
08/13/2021,91446,91605,6,3.32
08/13/2021,53679,53935,11,3.88
08/13/2021,90967,55337,41,24.0
08/13/2021,57721,57325,3,6.21
08/13/2021,40285,40848,6,8.19
08/13/2021,53679,49697,60,6.29
08/13/2021,57721,57432,5,6.38
08/13/2021,58843,58039,21,5.3
08/13/2021,66555,67026,19,9.3
08/13/2021,94039,97432,14,11.91
08/13/2021,85319,85476,15,3.81
08/13/2021,78955,48578,13,24.0
08/13/2021,52388,68566,58,9.92
08/13/2021,53941,53679,55,3.87
08/13/2021,57580,57627,2,5.13
08/13/2021,92834,90967,15,6.63
08/13/2021,43671,47898,38,12.01
08/13/2021,30964,30930,1,3.79
08/13/2021,92866,90967,10,8.82
08/13/2021,92330,91605,18,3.29
08/13/2021,67888,67631,3,6.26
08/13/2021,38009,37531,10,6.32
08/13/2021,91446,92834,56,4.37
08/13/2021,90967,92480,14,5.6
08/13/2021,94553,95340,3,4.69
08/13/2021,48939,53459,44,7.19
08/13/2021,43009,43122,85,3.97
08/13/2021,30930,31100,14,4.61
08/13/2021,47051,46617,12,6.13
08/13/2021,57109,57007,9,3.18
08/13/2021,57721,55588,6,3.21
08/13/2021,97479,97808,167,3.27
08/13/2021,94039,97382,4,11.1
08/13/2021,50490,52245,2,6.0
08/13/2021,66224,67026,6,5.11
08/13/2021,43147,48964,6,12.66
08/13/2021,55588,56495,7,3.85
08/13/2021,49580,51820,57,11.38
08/13/2021,30930,31100,15,4.61
08/13/2021,55337,55588,10,4.93
08/13/2021,97479,97808,6,3.27
08/13/2021,67205,67580,10,5.75
08/13/2021,48560,53679,1,7.48
08/13/2021,66257,66407,6,4.2
08/13/2021,55208,56510,7,5.18
08/13/2021,56479,55515,44,6.77
08/13/2021,54795,53679,9,5.78
08/13/2021,95726,94039,54,5.47
08/13/2021,47794,47051,7,8.05
08/13/2021,53782,53679,11,3.95
08/13/2021,57432,57109,4,4.19
08/13/2021,47051,62185,11,7.83
08/13/2021,83545,83322,54,3.47
08/13/2021,90167,95726,12,4.45
08/13/2021,53935,67888,5,16.03
08/13/2021,76107,48939,56,24.0
08/13/2021,78445,77877,34,6.25
08/13/2021,63033,63231,146,3.9
08/13/2021,67888,66950,9,5.6
08/13/2021,85305,37531,23,24.0
08/13/2021,57721,67026,9,9.7
08/13/2021,17829,33367,9,20.1
08/13/2021,85712,85305,3,5.61
08/13/2021,97479,97251,33,3.34
08/13/2021,90967,90621,16,2.59
08/14/2021,97432,64521,126,24.0
08/14/2021,77877,77826,10,7.33
08/14/2021,57432,68566,1,6.91
08/14/2021,30964,30930,164,3.79
08/14/2021,59090,59053,5,4.42
08/14/2021,55337,56495,6,3.37
08/14/2021,79731,79104,4,7.98
08/14/2021,67690,67888,40,6.36
08/14/2021,74105,74933,10,5.58
08/14/2021,43384,45228,38,3.73
08/14/2021,22010,24529,2,8.91
08/14/2021,30930,31100,1,4.61
08/14/2021,76414,37531,5,14.84
08/14/2021,57109,57627,2,5.49
08/14/2021,77940,55337,25,24.0
08/14/2021,97959,97627,8,6.7
08/14/2021,34450,34681,14,5.28
08/14/2021,98762,98235,10,2.49
08/14/2021,30930,31100,2,4.61
08/14/2021,66555,67273,42,6.23
08/14/2021,76107,75648,42,2.87
08/14/2021,38533,37531,11,4.62
08/14/2021,52514,46406,1,9.74
08/14/2021,91445,90967,51,4.25
08/14/2021,53679,54992,6,4.9
08/14/2021,40285,49697,10,8.0
08/14/2021,56510,55337,11,4.4
08/14/2021,69005,50265,6,8.03
08/14/2021,56495,55234,48,4.81
08/14/2021,51704,51345,42,8.07
08/14/2021,83545,83574,41,2.96
08/14/2021,55588,53324,11,10.73
08/14/2021,37531,30930,13,8.54
08/14/2021,78718,76107,7,4.36
08/14/2021,55337,66555,27,15.92
08/14/2021,48939,48404,36,2.78
08/14/2021,52514,51704,2,7.33
08/14/2021,74693,74933,50,4.54
08/14/2021,43384,45228,11,3.73
08/14/2021,52344,40638,7,13.81
08/14/2021,77384,76380,62,4.06
08/14/2021,76107,77826,10,3.89
08/14/2021,76107,67205,2,11.17
08/14/2021,51820,52245,13,3.88
08/14/2021,67888,66350,8,8.66
08/14/2021,63899,68566,3,12.52
08/14/2021,57721,57043,10,9.83
08/14/2021,30964,31100,155,6.35
08/14/2021,69005,53941,6,12.65
08/14/2021,38533,37531,54,4.62
08/14/2021,73517,74917,15,6.7
08/14/2021,42640,40683,9,3.21
08/15/2021,92462,94553,6,3.33
08/15/2021,53679,67888,8,14.82
08/15/2021,49591,57043,9,18.64
08/15/2021,85052,80404,12,11.12
08/15/2021,73089,74693,30,4.68
08/15/2021,30930,31100,18,4.61
08/15/2021,54795,55588,10,11.99
08/15/2021,53679,30964,5,18.68
08/15/2021,76460,77826,40,5.4
08/15/2021,38540,37956,60,9.27
08/15/2021,15536,15741,15,3.46
08/15/2021,67026,57721,5,9.7
08/15/2021,27694,30058,40,7.44
08/15/2021,97479,74933,6,24.0
08/15/2021,75980,76107,9,6.13
08/15/2021,94553,92834,3,2.94
08/15/2021,57109,53941,12,13.46
08/15/2021,91445,51345,5,24.0
08/15/2021,46853,27694,2,14.5
08/15/2021,30964,31100,48,6.35
08/15/2021,90967,97627,81,11.92
08/15/2021,30964,30930,14,3.79
08/15/2021,34613,46406,12,21.74
08/15/2021,68596,68566,58,4.14
08/15/2021,85305,85052,10,4.93
08/15/2021,43122,45228,13,3.3
08/15/2021,51382,56495,11,4.35
08/15/2021,85884,85305,24,8.83
08/15/2021,85305,85319,11,6.1
08/15/2021,37531,31899,11,9.59
08/15/2021,77263,76380,25,2.61
08/15/2021,16627,16988,55,3.29
08/15/2021,92822,92679,5,3.34
08/15/2021,28740,30964,12,11.76
08/15/2021,76978,56510,72,24.0
08/15/2021,55588,44398,10,13.96
08/15/2021,22010,22339,9,5.07
08/15/2021,85052,85305,12,4.93
08/15/2021,97479,97808,7,3.27
08/15/2021,53458,53679,24,7.0
08/15/2021,57721,57432,9,6.38
08/15/2021,10516,18330,54,4.39
08/15/2021,52245,52344,4,5.19
08/15/2021,57721,40683,154,15.87
08/15/2021,80790,80769,44,5.57
08/15/2021,68737,68566,1,4.37
08/15/2021,22010,24126,15,4.27
08/15/2021,57764,51739,13,11.29
08/15/2021,90967,59053,144,20.14
08/15/2021,22010,24085,9,5.6
08/15/2021,52245,52730,28,5.06
08/15/2021,14613,16435,12,5.32
08/16/2021,92822,91524,11,3.58
08/16/2021,76880,77826,1,4.51
08/16/2021,74085,74917,24,3.62
08/16/2021,30964,31100,3,6.35
08/16/2021,74933,74512,6,5.01
08/16/2021,53679,55588,3,8.71
08/16/2021,42640,40285,4,5.99
08/16/2021,75648,77826,4,4.13
08/16/2021,45688,57721,5,15.74
08/16/2021,52162,52245,15,5.46
08/16/2021,74917,30930,5,13.52
08/16/2021,91526,91445,14,4.31
08/16/2021,51345,52294,50,6.65
08/16/2021,79036,67026,45,14.78
08/16/2021,75980,76880,9,5.61
08/16/2021,68566,55208,37,12.11
08/16/2021,56495,55337,7,3.37
08/16/2021,31994,31100,7,5.32
08/16/2021,75788,76107,14,4.57
08/16/2021,37531,33361,8,16.25
08/16/2021,47794,46753,12,8.22
08/16/2021,97479,97627,6,5.26
08/16/2021,52245,46638,12,9.68
08/16/2021,42640,41147,146,5.84
08/16/2021,76380,76655,42,3.16
08/16/2021,57109,57432,14,4.19
